CP,Plaza,Estado,Municipio,Colonia,Zona,Caja 1KG,Costo por kilo adicional,Palet
39097,CHL,GUERRERO,CHILPANCINGO DE LOS BRAVO,VILLAS CAMINOS DEL SUR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39097,CHL,GUERRERO,CHILPANCINGO DE LOS BRAVO,VILLA LUCERNA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39097,CHL,GUERRERO,CHILPANCINGO DE LOS BRAVO,REVOLUCION,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39105,CHL,GUERRERO,CHILPANCINGO DE LOS BRAVO,10 DE JUNIO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39105,CHL,GUERRERO,CHILPANCINGO DE LOS BRAVO,PASEO DEL SUR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39105,CHL,GUERRERO,CHILPANCINGO DE LOS BRAVO,SAN AGUSTIN,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39105,CHL,GUERRERO,CHILPANCINGO DE LOS BRAVO,SAN ISIDRO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39105,CHL,GUERRERO,CHILPANCINGO DE LOS BRAVO,MARTIRES ANTORCHISTAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39105,CHL,GUERRERO,CHILPANCINGO DE LOS BRAVO,SANTA CRUZ,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39105,CHL,GUERRERO,CHILPANCINGO DE LOS BRAVO,GUADALUPE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39300,ACA,GUERRERO,ACAPULCO DE JUAREZ,POZO DE LA NACION,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39300,ACA,GUERRERO,ACAPULCO DE JUAREZ,DEL PANTEON,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39300,ACA,GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ CENTRO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39300,ACA,GUERRERO,ACAPULCO DE JUAREZ,EL CAPIRE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39300,ACA,GUERRERO,ACAPULCO DE JUAREZ,DEL HUESO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39350,ACA,GUERRERO,ACAPULCO DE JUAREZ,HORNOS INSURGENTES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39350,ACA,GUERRERO,ACAPULCO DE JUAREZ,PROGRESO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39350,ACA,GUERRERO,ACAPULCO DE JUAREZ,13 DE JUNIO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39355,ACA,GUERRERO,ACAPULCO DE JUAREZ,HORNOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39360,ACA,GUERRERO,ACAPULCO DE JUAREZ,CUERERIA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39360,ACA,GUERRERO,ACAPULCO DE JUAREZ,HOSPITAL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39360,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA LIMA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39360,ACA,GUERRERO,ACAPULCO DE JUAREZ,LAS CRUCITAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39360,ACA,GUERRERO,ACAPULCO DE JUAREZ,PETAQUILLAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39370,ACA,GUERRERO,ACAPULCO DE JUAREZ,DEL TECONCHE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39370,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA GUINEA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39370,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA CANDELARIA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39370,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA POZA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39370,ACA,GUERRERO,ACAPULCO DE JUAREZ,LOS TEPETATES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39370,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA POCITA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39370,ACA,GUERRERO,ACAPULCO DE JUAREZ,EL MESON,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39370,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA PINZONA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39380,ACA,GUERRERO,ACAPULCO DE JUAREZ,TAMBUCO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39380,ACA,GUERRERO,ACAPULCO DE JUAREZ,FLAMINGOS INFONAVIT,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39380,ACA,GUERRERO,ACAPULCO DE JUAREZ,FARALLON INFONAVIT,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39380,ACA,GUERRERO,ACAPULCO DE JUAREZ,PLAYA ROQUETA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39380,ACA,GUERRERO,ACAPULCO DE JUAREZ,CUMBRES INFONAVIT,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39385,ACA,GUERRERO,ACAPULCO DE JUAREZ,CLUB RESIDENCIAL LAS AMERICAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39390,ACA,GUERRERO,ACAPULCO DE JUAREZ,BODEGA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39390,ACA,GUERRERO,ACAPULCO DE JUAREZ,PENINSULA DE LAS PLAYAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39390,ACA,GUERRERO,ACAPULCO DE JUAREZ,LAS PLAYAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39405,ACA,GUERRERO,ACAPULCO DE JUAREZ,IGNACIO MANUEL ALTAMIRANO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39405,ACA,GUERRERO,ACAPULCO DE JUAREZ,CORREGIDORA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39405,ACA,GUERRERO,ACAPULCO DE JUAREZ,ANGEL AGUIRRE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39405,ACA,GUERRERO,ACAPULCO DE JUAREZ,JARDIN AZTECA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39405,ACA,GUERRERO,ACAPULCO DE JUAREZ,20 DE ABRIL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39405,ACA,GUERRERO,ACAPULCO DE JUAREZ,NUEVA JERUSALEN,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39406,ACA,GUERRERO,ACAPULCO DE JUAREZ,EL PARAISO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39406,ACA,GUERRERO,ACAPULCO DE JUAREZ,REFORMA AGRARIA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39406,ACA,GUERRERO,ACAPULCO DE JUAREZ,ROCA DE ORO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39407,ACA,GUERRERO,ACAPULCO DE JUAREZ,BRISAS DEL MAR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39407,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION SAN ISIDRO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39407,ACA,GUERRERO,ACAPULCO DE JUAREZ,MIRAMAR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39407,ACA,GUERRERO,ACAPULCO DE JUAREZ,PEDREGOSO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39407,ACA,GUERRERO,ACAPULCO DE JUAREZ,VALLE DE LAS FLORES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39407,ACA,GUERRERO,ACAPULCO DE JUAREZ,TEPEYAC,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39412,ACA,GUERRERO,ACAPULCO DE JUAREZ,JARDIN MANGOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39412,ACA,GUERRERO,ACAPULCO DE JUAREZ,COSTA BRAVA TERRANOVA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39422,ACA,GUERRERO,ACAPULCO DE JUAREZ,EXCAMPO DE TIRO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39422,ACA,GUERRERO,ACAPULCO DE JUAREZ,LAS JOYAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39422,ACA,GUERRERO,ACAPULCO DE JUAREZ,SEMARNAP,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39422,ACA,GUERRERO,ACAPULCO DE JUAREZ,JARDIN PALMAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39425,ACA,GUERRERO,ACAPULCO DE JUAREZ,PUESTA DEL SOL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39430,ACA,GUERRERO,ACAPULCO DE JUAREZ,RICARDO MORLETT SUTTER,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39430,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA NUEVA ERA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39430,ACA,GUERRERO,ACAPULCO DE JUAREZ,VENUSTIANO CARRANZA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39430,ACA,GUERRERO,ACAPULCO DE JUAREZ,NUEVA ERA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39430,ACA,GUERRERO,ACAPULCO DE JUAREZ,UNIVERSITARIA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39430,ACA,GUERRERO,ACAPULCO DE JUAREZ,GENERACION 2000,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39430,ACA,GUERRERO,ACAPULCO DE JUAREZ,RUBEN JARAMILLO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39430,ACA,GUERRERO,ACAPULCO DE JUAREZ,BALCONES AL MAR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39450,ACA,GUERRERO,ACAPULCO DE JUAREZ,MARBELLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39450,ACA,GUERRERO,ACAPULCO DE JUAREZ,LUIS DONALDO COLOSIO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39460,ACA,GUERRERO,ACAPULCO DE JUAREZ,VICENTE LOMBARDO TOLEDANO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39460,ACA,GUERRERO,ACAPULCO DE JUAREZ,MOZIMBA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39463,ACA,GUERRERO,ACAPULCO DE JUAREZ,ANTORCHA REVOLUCIONARIA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39463,ACA,GUERRERO,ACAPULCO DE JUAREZ,MOZIMBA 1A SECC,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39470,ACA,GUERRERO,ACAPULCO DE JUAREZ,POTRERILLO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39470,ACA,GUERRERO,ACAPULCO DE JUAREZ,ADOLFO LOPEZ MATEOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39474,ACA,GUERRERO,ACAPULCO DE JUAREZ,MOZIMBA FOVISSSTE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39475,ACA,GUERRERO,ACAPULCO DE JUAREZ,PUESTA DEL SOL,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39480,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA MIRA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39480,ACA,GUERRERO,ACAPULCO DE JUAREZ,LOS NARANJOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39493,ACA,GUERRERO,ACAPULCO DE JUAREZ,TAXCO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39499,ACA,GUERRERO,ACAPULCO DE JUAREZ,LAS MARANONAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39499,ACA,GUERRERO,ACAPULCO DE JUAREZ,LEONARDO RODRIGUEZ ALCAINE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39499,ACA,GUERRERO,ACAPULCO DE JUAREZ,LOS NARANJITOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39500,ACA,GUERRERO,ACAPULCO DE JUAREZ,VICENTE GUERRERO FOVISSSTE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39510,ACA,GUERRERO,ACAPULCO DE JUAREZ,INDEPENDENCIA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39510,ACA,GUERRERO,ACAPULCO DE JUAREZ,PALMA SOLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39510,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION PALMA SOLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39528,ACA,GUERRERO,ACAPULCO DE JUAREZ,SANTA CECILIA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39530,ACA,GUERRERO,ACAPULCO DE JUAREZ,SANTA CRUZ,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39530,ACA,GUERRERO,ACAPULCO DE JUAREZ,GUADALUPE VICTORIA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39530,ACA,GUERRERO,ACAPULCO DE JUAREZ,MORELOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39530,ACA,GUERRERO,ACAPULCO DE JUAREZ,MARIA DE LA O,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39540,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION SILVESTRE CASTRO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39540,ACA,GUERRERO,ACAPULCO DE JUAREZ,SOLIDARIDAD,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39540,ACA,GUERRERO,ACAPULCO DE JUAREZ,OLIMPICA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39540,ACA,GUERRERO,ACAPULCO DE JUAREZ,JUAN R ESCUDERO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39540,ACA,GUERRERO,ACAPULCO DE JUAREZ,SILVESTRE CASTRO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39550,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION BELLAVISTA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39550,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION CUAUHTEMOC,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39550,ACA,GUERRERO,ACAPULCO DE JUAREZ,SANTA CRUZ,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39550,ACA,GUERRERO,ACAPULCO DE JUAREZ,ALTA CUAUHTEMOC,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39550,ACA,GUERRERO,ACAPULCO DE JUAREZ,BELLAVISTA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39550,ACA,GUERRERO,ACAPULCO DE JUAREZ,EL MIRADOR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39550,ACA,GUERRERO,ACAPULCO DE JUAREZ,CUAUHTEMOC,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39560,ACA,GUERRERO,ACAPULCO DE JUAREZ,VISTA ALEGRE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39562,ACA,GUERRERO,ACAPULCO DE JUAREZ,EMILIANO ZAPATA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39570,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA FLORIDA INFONAVIT,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39573,ACA,GUERRERO,ACAPULCO DE JUAREZ,HORNOS INSURGENTES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39574,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA FLORIDA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39580,ACA,GUERRERO,ACAPULCO DE JUAREZ,MIGUEL ALEMAN,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39580,ACA,GUERRERO,ACAPULCO DE JUAREZ,HOGAR MODERNO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39590,ACA,GUERRERO,ACAPULCO DE JUAREZ,PALMAR DE CARABALI,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39590,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA FABRICA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39590,ACA,GUERRERO,ACAPULCO DE JUAREZ,CARABALI CENTRO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39600,ACA,GUERRERO,ACAPULCO DE JUAREZ,FRONTERA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39600,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA LAJA PARTE ALTA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39600,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA LAJA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39600,ACA,GUERRERO,ACAPULCO DE JUAREZ,CUAUHTEMOC INFONAVIT,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39610,ACA,GUERRERO,ACAPULCO DE JUAREZ,ALTA PROGRESO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39610,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION ALTAMIRA NORTE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39610,ACA,GUERRERO,ACAPULCO DE JUAREZ,ALTA PROGRESO INFONAVIT,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39610,ACA,GUERRERO,ACAPULCO DE JUAREZ,PANORAMICA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39610,ACA,GUERRERO,ACAPULCO DE JUAREZ,MARGARITA DE GORTARI,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39610,ACA,GUERRERO,ACAPULCO DE JUAREZ,REVOLUCION DEL SUR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39610,ACA,GUERRERO,ACAPULCO DE JUAREZ,6 DE ENERO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39610,ACA,GUERRERO,ACAPULCO DE JUAREZ,ALTAMIRA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39610,ACA,GUERRERO,ACAPULCO DE JUAREZ,FRANCISCO VILLA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39610,ACA,GUERRERO,ACAPULCO DE JUAREZ,BUROCRATA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39613,ACA,GUERRERO,ACAPULCO DE JUAREZ,BUENAVISTA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39613,ACA,GUERRERO,ACAPULCO DE JUAREZ,PERIODISTAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39613,ACA,GUERRERO,ACAPULCO DE JUAREZ,GUERRERO ES PRIMERO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39615,ACA,GUERRERO,ACAPULCO DE JUAREZ,UNIDAD OBRERA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39620,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA QUEBRADORA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39620,ACA,GUERRERO,ACAPULCO DE JUAREZ,LA PROVIDENCIA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39620,ACA,GUERRERO,ACAPULCO DE JUAREZ,LOMA BONITA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39620,ACA,GUERRERO,ACAPULCO DE JUAREZ,VISTA HERMOSA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39630,ACA,GUERRERO,ACAPULCO DE JUAREZ,ALIANZA POPULAR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39630,ACA,GUERRERO,ACAPULCO DE JUAREZ,BOCAMAR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39630,ACA,GUERRERO,ACAPULCO DE JUAREZ,LAS ANCLAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39630,ACA,GUERRERO,ACAPULCO DE JUAREZ,BARRANCA DE LA LAJA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39630,ACA,GUERRERO,ACAPULCO DE JUAREZ,MILITAR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39630,ACA,GUERRERO,ACAPULCO DE JUAREZ,LAS AMERICAS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39640,ACA,GUERRERO,ACAPULCO DE JUAREZ,MARROQUIN,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39640,ACA,GUERRERO,ACAPULCO DE JUAREZ,EL ROBLE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39640,ACA,GUERRERO,ACAPULCO DE JUAREZ,SANTA ELENA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39650,ACA,GUERRERO,ACAPULCO DE JUAREZ,DEL VALLE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39650,ACA,GUERRERO,ACAPULCO DE JUAREZ,GARITA DE JUAREZ,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39660,ACA,GUERRERO,ACAPULCO DE JUAREZ,PACIFICO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39660,ACA,GUERRERO,ACAPULCO DE JUAREZ,20 DE NOVIEMBRE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39660,ACA,GUERRERO,ACAPULCO DE JUAREZ,LOMA HERMOSA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39670,ACA,GUERRERO,ACAPULCO DE JUAREZ,GUSTAVO DIAZ ORDAZ,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39670,ACA,GUERRERO,ACAPULCO DE JUAREZ,MAGALLANES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39670,ACA,GUERRERO,ACAPULCO DE JUAREZ,ADOLFO LOPEZ MATEOS,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39679,ACA,GUERRERO,ACAPULCO DE JUAREZ,RODRIGO DE TRIANA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39680,ACA,GUERRERO,ACAPULCO DE JUAREZ,LAS CUMBRES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39680,ACA,GUERRERO,ACAPULCO DE JUAREZ,LOMAS DE MAGALLANES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39689,ACA,GUERRERO,ACAPULCO DE JUAREZ,CUMBRES DE FIGUEROA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39689,ACA,GUERRERO,ACAPULCO DE JUAREZ,PABLO GALEANA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39689,ACA,GUERRERO,ACAPULCO DE JUAREZ,BOSQUES DE LA CANADA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39690,ACA,GUERRERO,ACAPULCO DE JUAREZ,INFONAVIT CENTRO ACAPULCO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39690,ACA,GUERRERO,ACAPULCO DE JUAREZ,CLUB DEPORTIVO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39690,ACA,GUERRERO,ACAPULCO DE JUAREZ,FARALLON,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39690,ACA,GUERRERO,ACAPULCO DE JUAREZ,CANADA DE LOS AMATES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39690,ACA,GUERRERO,ACAPULCO DE JUAREZ,CHINAMECA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39690,ACA,GUERRERO,ACAPULCO DE JUAREZ,CONDESA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39699,ACA,GUERRERO,ACAPULCO DE JUAREZ,JARDIN DE LOS AMATES,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39699,ACA,GUERRERO,ACAPULCO DE JUAREZ,VILLAS CONDESA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39700,ACA,GUERRERO,ACAPULCO DE JUAREZ,TIERRA Y LIBERTAD,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39700,ACA,GUERRERO,ACAPULCO DE JUAREZ,GRACIANO SANCHEZ,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39700,ACA,GUERRERO,ACAPULCO DE JUAREZ,24 DE OCTUBRE,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39700,ACA,GUERRERO,ACAPULCO DE JUAREZ,CAUDILLO DEL SUR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39700,ACA,GUERRERO,ACAPULCO DE JUAREZ,LEONA VICARIO,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39700,ACA,GUERRERO,ACAPULCO DE JUAREZ,EMILIANO ZAPATA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39700,ACA,GUERRERO,ACAPULCO DE JUAREZ,RICARDO FLORES MAGON,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39700,ACA,GUERRERO,ACAPULCO DE JUAREZ,AMPLIACION EMILIANO ZAPATA,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39700,ACA,GUERRERO,ACAPULCO DE JUAREZ,EL PALMAR,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
39703,ACA,GUERRERO,ACAPULCO DE JUAREZ,C N C,NO ENCONTRADO,SIN DATOS,SIN DATOS,SIN DATOS
